title,description,posted_date,price,partitioning,surface,floor,rooms,terrace,parking,cellar,source_offer,neighborhood,posted_date_month,price_sqm
apartament 3 camere locatie ultracentrala,"va propunem spre inchiriere un apartament cu trei camere in centrul orasului.apartamentul este semidecomandat si are o suprafata utila de 56 mp compartimentat astfel: bucatarie, baie, spatiu de depozitare, camera de zi cu acces pe balcon, doua dormitoare si se afla la etajul unu al unui imobil cu patru etaje dotat cu interfon si lift.finisajele acestuia sunt moderne cu gresie si faianta la bucatarie si baie, parchet laminat, centrala termica, usa metalica, geamuri termopan anti-zgomot si se inchiriaza complet mobilat si utilat.apartamentul este proaspat renovat cu electrocasnicce noi si se afla la prima inchiriere.imobilul se afla aproape de mijloacele de trasnport in comun, umf, centrul istoric si alte puncte de interes.pentru mai multe detalii va rugam sa ne contactati la numerele de telefon afisate.",2019-09-06,800.0,semidecomandat,56.0,1,3.0,True,False,False,real estate agency,centru,9,14.285714285714286
"3 camere modern, 65mp, bloc nou, parcare , buna ziua","local imobiliare ofera spre inchiriere un apartament modern cu 3 camere, cu o suprafata de 65mp, intr-un bloc nou, in cartierul buna ziua, zona lidl.apartamentul este situat la etaj intermediar intr-un bloc cu lift, este izolat termic si dotat cu centrala termica proprie, aranjat modern,complet mobilat si utilat si este compartimentat astfel: bucatarie, living, doua dormitoare, un balcon si o baie.in pretul chiriei este incluse si un loc de parcare si un garaj.pentru mai multe informatii, va rugam sa ne contactati la numarul de telefon 0733 361 110 - marian muresan!id oferta 1237",2019-09-03,450.0,semidecomandat,65.0,1,3.0,True,True,False,unknown,buna ziua,9,6.923076923076923
apartament cu 4 camere în zona dambul rotund,"va oferim spre vanzare casa tip duplex,  cu 4 camere situata in zona cartier dambul rotund.casa beneficiaza de suprafata utila de 115mp si o suprafata a terenului de 250mp.este compusa din living, dormitor, bucatarie si 2 bai. are si pod pentru depozitare.interiorul casei este finisat modern, iar ca si dotari dispune de centrala termica si geamuri termopan cu tamplarie pvc.casa se vinde nemobilata. nu pierdeti oferta!",2019-09-03,800.0,decomandat,115.0,nan,4.0,False,False,False,unknown,dambul rotund,9,6.956521739130435
apartament 2 camere bonjour residence,"apartament cu 2 camere de inchiriat pe strada buna ziua , bonjour residence .70mp, 1dormitor, 1 baie , living open space  , mobilat si utilat se inchiriaza exact cum se vede in poze .450 euro / luna negociabilloc de parcare subteran inclus in pret .de preferat se inchiriaza pe o perioada mai lunga ,minim 1 an cu posibilitate de prelungire .garantie la inchiriere cv a 2 luni de chirie care se returneaza la finalul contractului.pentru detalii si vizionare pm.",2019-09-23,450.0,semidecomandat,70.0,1,2.0,False,True,False,owner,buna ziua,9,6.428571428571429
garsoniera in zona hasdeu,smart imobiliare inchiriaza garsoniera in zona hajdeu. garsoniera se inchiriaza mobilata si utilata cum se vede in poze. aceasta este situata in apropierea mijloacelor de transport in comun. precizati la telefon ca ati vazut oferta cu id: 3841165.,2019-09-03,350.0,decomandat,30.0,nan,1.0,False,False,False,unknown,centru,9,11.666666666666666
apartament cochet lângă facultatea de medicina și farmacie cluj,"propunem spre închiriere un apartament finisat și mobilat modern, deosebit atât din punct de vedere al calității și confortului cât și a poziției, fiind la 1 minut de facultatea de medicina și farmacie, umf. iuliu hațieganu. apartamentul este dotat cu centrala proprie și toate celelalte lucruri și electrice sau electrocasnice, necesare unei șederi plăcute și confortabile.contact 0757481440",2019-09-03,490.0,semidecomandat,54.0,1,2.0,False,False,False,unknown,not found,9,9.074074074074074
"inchiriere apartament ultrafnisat 4 camere buna ziua, garaj","imofinder ofera spre inchiriere apartament ultrafinisat cu 4 camere in buna ziua, intr-o constructie din 2009, situat la etajul 2 din 3 . acesta dispune de o suprafata utila de 90 mp plus 2 balcoane generoase, este mobilat si utilat complet. iar in pretul apartamentului intra si o parcare n garajul subteran.",2019-09-20,700.0,semidecomandat,90.0,2,4.0,True,True,False,real estate agency,buna ziua,9,7.777777777777778
apartament cu 3 camere in zona buna ziua,"smart imobiliare inchiraiza apartament cu 3 camere in zona buna ziua. apartamentul se inchiraiaza mobilat si utilat cum se vede in poze. apartamentul este super finisat si este dotat cu centrala termica proprie, tamplarie gu geam termopan, gresie si faianta, parchet, usa metaliaca si mobilier nou.  apartamentul se inchiriaza impreuna cu un loc decparcare subteran. aceasta este situata in apropierea mijloacelor de transport in comun. precizati la telefon ca ati vazut oferta cu id: 3841192.",2019-09-03,650.0,decomandat,75.0,nan,3.0,False,True,False,unknown,buna ziua,9,8.666666666666666
"3 camere decomandate, etaj 2, marasti zona kaufland","oxygen estate recomanda spre inchiriere un apartament cu 3 camere decomandat, situat la etajul 2 al unui imobil cu 4 niveluri, din cartierul marasti, zona kaufland.locuinta are o suprafata utila de 75 mp si se compune din 3 dormitoare, bucatarie, 2 bai, hol, la care se adauga un balcon. finisajele sunt moderne, incalzirea se face prin centrala termica proprie, ferestrele sunt de tip termopan cu profil pvc, dispune de gresie si faianta in bucatarie si baie, parchet in camere, iar peretii sunt zugraviti in lavabil. zona este linistita, cu multe spatii verzi, fiind si foarte aproape de mijloacele de transport in comun, magazine, farmacie, unitati de invatamant, parc si cu acces facil spre centrul orasului. apartamentul se inchiriaza complet mobilat si utilat.daca aceasta locuinta prezinta interes pentru dumneavoastra, va stam la dispozitie! id 8783",2019-09-03,599.0,decomandat,75.0,2,3.0,True,False,False,unknown,marasti,9,7.986666666666666
"3 camere, etaj 3, recent renovat, parcare, cartier marasti","oxygen estate recomanda spre inchiriere un apartament cu 3 camere decomandat, situat la etajul 3 al unui imobil cu 4 niveluri, din cartierul intre lacuri, zona nirajului.locuinta are o suprafata utila de 68 mp si se compune din 2 dormitoare, living, bucatarie, 2 bai, hol, la care se adauga 2 balcoane. finisajele sunt moderne, ferestrele sunt de tip termopan cu profil pvc, dispune de gresie si faianta in bucatarie si baie, parchet in camere, iar peretii sunt zugraviti in lavabil. zona este linistita, cu multe spatii verzi, fiind si foarte aproape de mijloacele de transport in comun, magazine, farmacie, unitati de invatamant, parc si cu acces facil spre centrul orasului. apartamentul se inchiriaza complet mobilat si  pret este inclus si un loc de parcare.daca aceasta locuinta prezinta interes pentru dumneavoastra, va stam la dispozitie! id 8784",2019-09-03,499.0,decomandat,68.0,3,3.0,True,True,False,unknown,marasti,9,7.338235294117647
"2 camere decomandate, str muresului zona intre laucri aproape de fsega","oxygen estate recomanda spre inchiriere un apartament cu 2 camere decomandat, situat la etajul 3 al unui imobil cu 4 niveluri, din cartierul intre lacuri, zona muresului.locuinta are o suprafata utila de 54 mp si se compune din 2 dormitoare, bucatarie, baie, hol, la care se adauga un balcon. finisajele sunt moderne, incalzirea se face prin centrala termica proprie, ferestrele sunt de tip termopan cu profil pvc, dispune de gresie si faianta in bucatarie si baie, parchet in camere, iar peretii sunt zugraviti in lavabil. zona este linistita, cu multe spatii verzi, fiind si foarte aproape de mijloacele de transport in comun, magazine, farmacie, unitati de invatamant, parc si cu acces facil spre centrul orasului. apartamentul se inchiriaza complet mobilat si utilat.daca aceasta locuinta prezinta interes pentru dumneavoastra, va stam la dispozitie! id 8785",2019-09-03,400.0,decomandat,54.0,3,2.0,True,False,False,unknown,centru,9,7.407407407407407
apartament de inchiriat in grand hill,"apartament spatios si mobilat modern de inchiriat in grand hill residence (trifoiului 22). foarte aproape de mijloace de transport in comun. complet utilat, intr-o zona linistita.comision: 100",2019-09-27,439.0,semidecomandat,47.0,7,2.0,False,False,False,owner,not found,9,9.340425531914894
"2 camere, bloc nou, mobilat modern, totul nou, garaj, in buna ziua zona lidl","statia de autobuz, magazinul lidl, farmacie, magazinul home garden,art imobiliare va propune spre inchiriere un apartament cu 2 camere, 52 mp, in imobil nou constructie an 2018, mobilat modern, cu parcare subterana, totul nou la prima inchiriere, situat in cartierul buna ziua, langa magazinul mariflor si statia de autobuz de langa magazinul home garden, fostul magazin oncos.apartamentul este situat la etajul 4 din 5 in bloc nou cu lift, are centrala termica proprie si aer conditionat, este semidecomandat si este compartimentat astfel: dormitor cu pat dublu si dressing mare pentru haine, living open-space cu bucataria care este dotata cu cuptor electric iar in living este o canapea extensibila, hol unde este un spatiu de depozitare, o baie cu cabina de dus walk-in si un balcon spatios. in pretul chiriei este inclus un loc de parcare subteran.pentru mai multe informatii, nu ezitati sa ne contactati.comision: 50%",2019-09-27,400.0,semidecomandat,52.0,4,2.0,True,True,False,real estate agency,buna ziua,9,7.6923076923076925
apartament 3/4 camere,"persoana fizica inchiriez apartament compus din: 3 dormitoare, living, bucatarie, 2 bai si gradina.apartamentul este situat pe str republicii nr 46 si are o suprafata de 100m utili si gradina 50m.apartamentul este mobilat complet, izolat cu centrala termica si geamuri termopan",2019-09-06,920.0,decomandat,100.0,nan,4.0,False,False,False,owner,not found,9,9.2
"apartament modern in ansamblul nou, zona gheorgheni, parcare inclusa","oxygen estate recomanda spre inchiriere un apartament frumos cu 2 camere situat in cartierul gheorgheni - marasti, in ansamblul studium green de pe strada venus. apartamentul este spatios si se compune din dormitor, un living spatios si luminos, bucatarie complet mobilata si utilata, baie, hol, la care se adauga o terasa.locuinta este ingrijita, zona este linistita, cu spatii verzi, este aproape de mijloacele de transport in comun, magazine, scoli, gradinite, parc si cu acces facil spre centrul orasului si iulius mall.apartamentul dispune de parcare privata, se inchiriaza complet mobilat si utilat cum se vede in fotografii (inclusiv masina de spalat vase, aspirator, fier de calcat, etc), fiind ideal pentru o familie, un cuplu tanar, sau un grup de tineri.ocupabil imediat! pentru alte informatii va stam la dispozitie!  id: 8584.",2019-09-03,499.0,semidecomandat,60.0,5,2.0,True,True,False,unknown,gheorgheni,9,8.316666666666666
apartament 3 camere decomandate zona zorilor,"smart imobiliare va ofera spre inchiriere un apartament situat la etajul 2 intr-un imobil cu 4 nivele din cluj-napoca, cartierul zorilor, zona louis pasteur aproape de mijloacele de transport in comun. apartamentul are o suprafata  de 68 mp si este decomandat, compartimentat intr-o bucatarie open space cu living-ul si zona de dining, doua dormitoare matrimoniale, o baie si un balcon de 10 mp inchis. se ofera spre inchiriere complet mobilat si utilat . este ideal pentru o familie si este disponibil imediat!",2019-09-03,490.0,decomandat,68.0,2,3.0,True,False,False,unknown,zorilor,9,7.205882352941177
"apartament spatios cu 2 camere, buna ziua, zona grand hotel","mellior imobiliare va propune spre inchiriere un apartament modern, cartier buna ziua, zona grand hotel italia!apartamentul se afla la etajul 4 al unui imobil cu 4 etaje, dotat cu lift, are suprafata utila de 72 mp, iar compartimentarea interioara are urmatoarele caracteristici: living openspace cu bucataria, baie dotata cu cada, dormitor matrimonial, hol, balcon la care are aveti acces din ambele camere. finisajele sunt moderne: gresie, faianta, parchet laminat, geamuri termopan cu spatii vitrate largi, centrala termica individuala si se inchiriaza complet mobilat si utilat. electrocasnicele sunt de calitate superioara, iar printre ele  amintim: plita, cuptor electric, hota, combina frigorifica, masina de spalat rufe, tv, plasma. apartamentul beneficiaza de mult spatiu de depozitare din acest motiv este ideal unui cuplu.apartamentul se afla la 150 m de mijloacele de transport, magazine.pretul chiriei este de 450 euro in care este inclus si un loc de parcare in parcarea exterioara a imobilului, dar fiind o zona linistita, cu putin trafic, este posibila si parcarea a doua masini.pentru mai multe detalii sunati la numerele de telefon afisate!",2019-09-03,450.0,semidecomandat,72.0,4,2.0,True,True,False,unknown,buna ziua,9,6.25
inchiriez apartament in zorilor,"inchiriez apartament in cartierul zorilor, situat la etajul 3 din 4, in imediata apropiere a statiei de autobus. aparamentul este mobilat si utilat partial modern, dispune de electrocasnice, geamuri termopan, centrala termica, balcon inchis.",2019-09-23,375.0,nedecomandat,52.0,3,2.0,True,False,False,owner,zorilor,9,7.211538461538462
"pf- dau in chirie ap.2 camere, gheorgheni, brancusi","persoana fizica, ofer spre inchiriere ap.doua camere pe strada c-tin brancusi, in spate la diana, vis-a-vis de statia de autobuz malinului. apartamentul este semidecomandat, are centrala proprie,camara de alimente, geamuri termopan cu 6 camere si sticla tripla, masina de spalat haine, electrocasnice noi, complet contorizat, usa intrare metalica, parchet din lemn masiv. este  aproape de magazine, banci parcuri si mijloace de transport in comun. 5 minute pana in centru sau 15 minute pe jos. nu doresc colaborare cu agentii imobiliare.",2019-09-03,340.0,semidecomandat,47.0,nan,2.0,False,False,False,unknown,gheorgheni,9,7.23404255319149
inchiriez apartament la casa,"inchiriez apartament la casa in curte comuna, aproape de mijloacele de stransport public si la 10 minute de piata mihai viteazu, zona semi-centrala. apartamentul are 45 mp, este compus din dormitor, bucatarie cu living si baie, se poate parca masina in curte. incalzirea se face cu convector pe gaz, conditii bune. ideal pentru un cuplu sau o persoana singura. pretul este de 245 euro/ usor negociabil. disponibil din 1 octombrie 2019.",2019-09-23,245.0,nedecomandat,45.0,basement,2.0,False,False,False,owner,centru,9,5.444444444444445
apartament 3 camere gheorgheni cluj-napoca,"id intern 1044------apartamentul este situat in cartierul gheorgheni, intr-o zona buna, in imediata apropiere de bdul titulescu, policlinica interservisan si la 5 minute de campusul universitar si iulius malleste decomandat, compus din:bucatarie, balcon inchis, baie, 3 camereapartamentul cu 3 camere se ofera spre inchiriere finisat, mobilat si utilat:  parchet, gresie, faianta,zugravit lavabil, usa antiefractie, geamuri termopan, balcon inchis cu geam termopan, centrala termica, contoare apa, contoare gaz, tv cablu, garaj tabla, bloc izolat termic.confort: 1tip imobil: bloc de apartamentenumăr băi: 1",2019-09-03,450.0,decomandat,65.0,3,3.0,True,True,False,unknown,gheorgheni,9,6.923076923076923
"inchiriere apartament cu 2 camere decomandat, calea dorobant","capital imobiliare va propune spre inchiriere un apartament cu 2 camere decomandat situat pe calea dorobantilor, cluj-napoca. proprietatea este situata intr-o zona linistita, dispune de 60 mp, iar compartimentarea este urmatoarea: 2 camere decomandate, 1 bucatarie, 1 baie, 1 hol si 2 balcoane. in pretul chiriei este inclus si 1 loc de parcare.pentru mai multe detalii, nu ezitati sa ne contactati!id intern: ci2634confort: 1tip imobil: bloc de apartamentenumăr băi: 1nr. locuri parcare: 1",2019-09-03,550.0,decomandat,60.0,2,2.0,True,True,False,unknown,marasti,9,9.166666666666666
apartament ultramodern in sophia residence,"koncept imobiliare va ofera spre inchiriere un apartament cu 2 camere semidecomandate in ansamblul sophia residence in suprafata utila de 56 mp. acesta este situat la etajul 1 din 9 al celui mai nou imobi din ansamblu care dispune de: sala de fitness, teren de sport multifunctional, pista de bicicleta si alergat, spatii verzi frumos amenajate si un sky garden (loc de relaxare deasupra blocului). apartamentul se inchiriaza complet mobilat si utilat cu: pat matrimonial, 2 dressinguri spatioase, tv qled, soundbar, electrocasnice de ultima generatie (masina de spalat vase, masina de spalat rufe, frigider incorporabil, hota, cuptor cu microunde, cuptor electric si plita electrica).  pentru placerea dumneavoastra apartamentul dispune si de o terasa de 15 mp. loc de parcare in garajul subteran al imobilului se poate achizitiona cu 50 euro/luna. apartamentul este disponibil imediat! pentru detalii complete, pentru programarea unei vizionari sau pentru a afla oferta noastra completa, nu ezitati sa ne contactati telefonic, prin email sau direct la sediul agentiei noastre pe str napoca nr 10.confort: 1tip imobil: bloc de apartamentenumăr băi: 1posibilitate parcare: nu",2019-09-03,520.0,semidecomandat,56.0,1,2.0,True,True,False,unknown,buna ziua,9,9.285714285714286
"inchiriere apartament la casa cu 3 camere+gradina 30 mp, zon","id oferta: p2972homeward imobiliare va propune spre inchiriere un apartament cu 3 camere semidecomandate, zona str eftimie murgu, cartier andrei muresanu.apartamentul este pozitionat la etajul 1 al unui imobil cu 3 niveluri.in ceea ce priveste compartimentarea acesta este semidecomandat avand urmatoarele caracteristici: 2 dormitoare 1 living open-space cu bucataria, 2 baie, 2 balcoane, 1 gradina 50 mp,locuinta beneficiaza de: ferestre de termopan parchet gresie faianta centrala proprie usa metalica la intrare gradina 50 mp 1 becise inchiriaza complet mobiliat si utilat moderndispune de loc de parcare inclus in pret.parerea agentului: imobil deosebit cu gradina verde si loc pentru barbeque. pretabil perfect pentru o familie iubitoare de gradinarit.in cazul în care aceasta oferta va este pe plac nu ezitati sa ne contactatiid intern: p2972confort: 1tip imobil: bloc de apartamentenumăr băi: 2nr. locuri parcare: 1",2019-09-01,850.0,semidecomandat,90.0,1,3.0,True,True,False,unknown,andrei muresanu,9,9.444444444444445
"apartament 2 camere, terasa/parcare, prima , zona str.campul","va propunem spre inchiriere un apartament cu 2 camere, pe strada campului, cartier manastur. apartamentul se afla la etajul 2 al unui imobil nou, fiind la prima inchiriere. apartamentul are o suprafata utila de 52 de mp si este semidecomandat. apartamentul este compartimentat astfel: living open space cu o bucatarie, dormitor cu pat matrimonial, baie, si o terasa cu o suprafata de 25 de mp. apartamentul este complet mobilat si finisat, fiind dotat cu: frigider, masina de spalat rufe, hota, plita si cuptor electric. apartamentul dispune de un loc de parcare. apartamentul se afla la o distanta de 200 de m fata de statia de autobuz.pentru mai multe detalii nu ezitati sa ne contactati!trust imobiliareconfort: 3tip imobil: bloc de apartamentenumăr băi: 1posibilitate parcare: danr. locuri parcare: 1",2019-09-03,350.0,semidecomandat,52.0,2,2.0,True,True,False,unknown,manastur,9,6.730769230769231
"garsoniera decomandata, central, peste drum de umf","umf, biblioteca centrala, strada piezisa, universitatea tehnicava propun spre inchiriere o garsoniera, decomandata, in zona centrala, la casa, peste drum de umf.cei 32 de mp sunt compartimentati astfel: dormitor, bucatarie inchisa si baie. intrarea se face printr-o curte comuna de aproximativ 50 de mp.se inchiriaza utilata si mobilata complet. este pet friendly, fiind ideala pentru un student sau un cuplu.pozitionata in centrul orasului ofere viitorului chirias posibilitatea de a ajunge usor in toate zonele de interes din oras.pentru mai mult informatii nu ezitati sa ma contactati.comision: standardimediat",2019-09-20,420.0,decomandat,32.0,ground floor,1.0,False,False,False,real estate agency,centru,9,13.125
dau in chirie garsoniera in cartierul gheorheni,"garsoniera recent renovata complet dotata , in suprafata de 28 mp   situata la et 6/10  .utilitati decomandate si balcon. bucatarie  complet dotata, masina de spalat , televizor cablu.aproape de iulius mall, lidl. profi si de mijloacele de transport in comun liniile 25,3,48,44",2019-09-23,260.0,decomandat,28.0,nan,1.0,True,False,False,owner,gheorgheni,9,9.285714285714286
"garsoniera 24mp, marasti","id intern: hc742craft imobiliare va propune spre inchiriere, o garsoniera situata in cartierul marasti ,zona expo transilvania, intr-un bloc de garsoniere. garsoniera confort 1, este semidecomandata si este situata la etajul 4 al unui imobil dispus pe 4 etaje, avand suprafata utila de 24mp plus 1 balcon. garsoniera se inchiriaza complet mobilata si utilata imobilul este situat in apropiere de statiile mijloacelor de transport in comun, supermarket-uri si alte puncte de interes.comision: 50%imediat",2019-09-08,230.0,semidecomandat,24.0,4,1.0,True,False,False,real estate agency,marasti,9,9.583333333333334
"inchiriere apartament 3 camere semidecomandat, zona kaufland + parcare","capital imobiliare va propune spre inchiriere un apartament cu 3 camere semidecomandat, zona usamv / kaufland, manastur, cluj-napoca. proprietatea dispune de 70 mp, iar compartimentarea este urmatoarea: 1 living, 2 dormitoare, 1 bucatarie, 1 baie, si 1 hol. de asemenea, in pretul chiriei este incus si 1 loc de parcare.pentru mai multe detalii, nu ezitati sa ne contactati!id intern: ci3030",2019-09-04,480.0,semidecomandat,70.0,nan,3.0,False,True,False,real estate agency,manastur,9,6.857142857142857
apartament de inchiriat la casa decomandat,"va propunem spre inchiriere un apartament decomandat cu o camera, la casa.apartamentul este compartimentat astfel: 1 camera spatioasa dotata cu 2 paturi, baie, bucatarie!locuinta dispune de o curte comuna frumos amenajata. este aproape de statia de atobus de iulius mall, kaufland si lidl.disponibil de la 1 octombrieva asteptam la vizionare!confort: 1tip imobil: casă/vilănumăr băi: 1posibilitate parcare: nu",2019-09-04,300.0,decomandat,47.0,nan,1.0,False,True,False,unknown,marasti,9,6.382978723404255
"2 camere, iris residence- la prima închiriere","suiradiv imobiliare vă propune spre închiriere un apartament situat în cartierul iris, zona străzii oașului. apartamentul este compus din 1 dormitor, , 1 bucătărie plus living, 1 baie și un balcon deschis. apartamentul are o suprafață de 41mp, dispune de centrală termică proprie. imobilul se află în aproprierea mijloacelor de transport în comun și a punctelor de interes. se închiriază complet mobilat și utilat, fiind la prima închiriere.id intern 443alege suiradiv, pentru un nou început!",2019-09-04,350.0,semidecomandat,41.0,3,2.0,True,False,False,real estate agency,iris,9,8.536585365853659
"apartament de lux cu 3 camere, loc de parcare - dorobantilor resedence","welt imobiliare ofera spre inchiriere apartament deosebit de frumos, localizat pe calea dorobantilor, intr-un imobil nou, prevazut cu paza permanenta.apartamentul este pozitionat la etajul 3 al imobilului, prezinta orientare vestica fiind astfel o locuinta foarte primitoare, calda si luminoasa.desfasurat pe o suprafata utila de aproximativ 83 mp, este compus dintr-un living generos impreuna cu bucataria, 2 dormitoare, o baie, hol, spatiu pentru depozitare si o terasa foarte spatioasa si frumos amenajata.apartamentul este complet mobilat, finisajele si bunul gust regasindu-se pana la cel mai mic detaliu si dispune de tot ce trebuie pentru a va instala instantaneu. atat mobilierul cat si electrocasnicele au fost alese cu mare atentie si sunt de foarte buna calitate.imobilul a fost dat in folosinta recent, are serviciu de paza 24 din 24, si este usor accesibil, fiind aproape de piata marasti, iulius mall, fsega si de multe puncte de interes. a de 84 mp utili, la care se adauga un balcon de 10 mp si o superba terasa de 30 mp. de asemenea, se ofera si un loc de parcare privat in curtea imobilului.id intern: p19291",2019-09-04,790.0,semidecomandat,83.0,3,3.0,True,True,False,real estate agency,marasti,9,9.518072289156626
apartament 2 camere langa vivo,"avem placerea de a va oferi spre inchiriere un apartament cu 2 camere, situat la parter inalt din 4 etaje, in localitatea floresti, in apropiere de vivo. apartamentul este confort unic semidecomandat si este dotat cu centrala proprie, 1 baie, 1 balcon, faianta moderna, gresie moderna. imobilul mobilat si utilat modern mai are si alte dotari precum frigider, masina de spalat, aragaz. daca va place aceasta oferta sau pentru alte oferte nu ezitati sa ne contactati telefonic sau la sediul nostru edil floresti, str. eroilor, nr. 25, ap. 15 (et. 1), floresti.id: 234665confort: 1tip imobil: bloc de apartamente",2019-09-04,380.0,semidecomandat,55.0,ground floor,2.0,True,False,False,unknown,floresti,9,6.909090909090909
"ia2 87902, apartament cu 2 camere complet mobilat in buna ziua!","apartament 2 camere complet mobilat, zona strazii buna ziua!va propunem spre inchiriere apartament 2 camere complet mobilat si utilat modern. apartamentul se afla la etajul 1 din 4, intr-un imobil nou din anul 2015. avand o suprafata utila de 55 mp, apartamentul prezinta 1 dormitor, living + bucatarie open space, 1 baie, 1 loc de parcare + balcon 13mp.finisajele de tip modern sunt evidentiate astfel:pereti cu lavabilgresie si faianta moderna in bucatarie si baiepardoseala cu parchet laminatgeamuri termoizolante din pvcusi interioare din lemnusa exterioara metalica.confortul termic este asigurat de centrala termica proprie.apartamentul este ideal pentru inchiriat, fiind retras de la strada principala si in acelasi timp aproape de magazine, banci si supermarketuri.pentru mai multe detalii nu ezitati sa ne contactati telefonic sau sa vizitati sediul agentiei.",2019-09-04,450.0,semidecomandat,55.0,1,2.0,True,True,False,real estate agency,buna ziua,9,8.181818181818182
"p.f. inchiriez apartament 3 camere iulius mall, p-ta hermes","persoana fizica, inchiriez ap. 3 camere semidecomandat ( cu trecere ), intr-o zona extrem de linistita, 10 minute distanta pe jos de iulius mall ( zona politia rutiera ) si 1 min. de p-ta hermes, etaj 4/4, confort unic, mobilat, parchet, geamuri termopan, frigider, masina spalat rufe, internet/cablu, baie cu dus (fara cada ) 290 euro /luna, incepand cu data de 1 iulie. contact 0745-357.185",2019-09-04,290.0,nedecomandat,40.0,4,3.0,False,False,False,unknown,gheorgheni,9,7.25
"inchiriere apartament 3 camere semidecomandat, zona kaufland +parcare,","capital imobiliare va propune spre inchiriere un aparament cu 3 camere semidecomandat, zona usamv/kaufland, manastur, cluj-napoca.proprietatea dispune de 70 mp, iar compartimentarea este urmatoarea: 1 living, 2 dormitoare, 1 bucatarie, 1 baie, si 1 hol.de asemenea, in pretul chiriei este incus si 1 loc de parcare.pentru mai multe detalii, nu ezitati sa ne contactati!id intern: ci3030",2019-09-04,480.0,semidecomandat,70.0,nan,3.0,False,True,False,real estate agency,manastur,9,6.857142857142857
"proprietar - 2 camere, zona centrala, modern, utilat, dotat","proprietar,inchiriez apartament 2 camere, dotat si utilat modern si corespunzator.imobil localizat in spate la piata mihai viteazu, str. lalelelor, nr 11, bloc feromob, etaj intermediar.dotari: aer conditionat, centrala termica individuala, masina spalat, cuptor microunde, aspirator, contorizare individuala, lift, supraveghere video, cladire moderna, posibilitate parcare in vecinatate.0745 - 2049510744 - 677335se percep 2 luni garantie, contract ferm, perioada lunga, se preda ingrijit se preia ingrijit.exclus fumatori si animale de companie.ofer si cer seriozitate.",2019-09-09,500.0,semidecomandat,55.0,nan,2.0,False,False,False,owner,centru,9,9.090909090909092
3 camere decomandat platinia centru,"suiradiv imobiliare vă oferă spre închiriere un apartament aflat la prima închiriere situat în centru în complexul platina . apartamentul este compus din 3 camere decomandate, 1 bucătărie, 1 baie. apartamentul dispune de centrală termică și se află în apropierea mijloacelor de transport în comun.id intern: 548",2019-09-09,990.0,decomandat,77.0,5,2.0,False,False,False,real estate agency,centru,9,12.857142857142858
"inchiriere garsoniera 22 mp, etaj 2, marasti","va propunem o garsoniera cu suprafata de 22 mp, situata la etaj intermediar in marasti, zona strazii cojocnei.compartimentare: hol si bucatarie, baie, 1 camera.se inchiriaza complet mobilata si utilata.daca se doreste se poate schimba culoarea peretilor in alb si se mai poate completa cu electrocasnice.pentru detalii si vizionari va rog sa ne contactati!   p19263",2019-09-04,230.0,,22.0,nan,1.0,False,False,False,real estate agency,marasti,9,10.454545454545455
"garsoniera confort 1, etaj intermediar, 24 mp, zorilor, la 10 min de umf","welt imobiliare va ofera spre inchiriere o garsoniera confort 1, situata la etajul 1 din 4 niveluri, in cartierul zorilor, la o distanta de 10 minute de mers pe jos de umf.are o suprafata utila de 24 mp si este compartimentata astfel: camera foarte spatioasa, bucatarie, baie, hol si balcon.se inchiriaza complet mobiltata si utilata si este disponibila imediat.pentru mai multe detalii nu ezitati sa ma contactati!id intern: p18741",2019-09-03,270.0,,24.0,nan,1.0,True,False,False,real estate agency,zorilor,9,11.25
"închiriez apartament nou open-space ,pe calea turzii","apartamentul este la prima închiriere,situat într-un  imobil cu șapte etaje,dotat cu lift.apartamentul este compus din două camere,bucatarie /living ,dormitor ,baie ,balcon, in suprafata utila 53mp.se închiriază împreună cu un loc de parcare in fata blocului.este complet utilat si mobilat:plita ,cuptor,frigider ,masina de spalat, televizor.apartamentul este izolat din punct de vedere termic fiind dotat cu centrala proprie ,fiind aproape de mijloacele de transport în comun,benzinăria omv.",2019-09-04,350.0,decomandat,53.0,4,2.0,True,True,False,owner,andrei muresanu,9,6.60377358490566
"nou! apartament 2 camere, lux, decomandat, zona garii+ parcare","residence imobiliare va ofera spre inchiriere un apartament situat la etajul 1 intr-un imobil nou din cluj-napoca, zona garii, aproape de mijloacele de transport in comun. apartamentul are o suprafata de 56 mp si este decomandat, compus din: 2 dormitoare cu pat matrimonial care dispun si de loc de birou, o bucatarie complet mobilata si utilata, o baie, o terasa spatioasa cu loc de luat masa pentru 6 persoane + un balcon micut. se ofera spre inchiriere complet mobilat si utilat si dispune de 1 loc de parcare subterana. este ideal pentru o familie sau 2 persoane si este disponibil imediat!",2019-09-04,600.0,decomandat,56.0,1,2.0,True,True,False,real estate agency,not found,9,10.714285714285714
